customer_id,name,age,gender,city,state,tier,language_preference,income_type,archetype,onboarding_date,split,first_name,last_name,income_type_declared,onboarded_at,archetype_ground_truth,account_created_at,employment_type,created_at
cust_4e0748d651,Hardik Venkatesh,54,Other,Nagpur,Maharashtra,Tier 2,English,salaried,stable_salaried,2024-10-13,train,,,,,,,,
cust_544448b4f9,Meera Iyer,37,Male,Coimbatore,Tamil Nadu,Tier 2,Gujarati,salaried,financially_stressed,2024-10-30,test,,,,,,,,
cust_1c92a1f335,Sara Hora,50,Female,Bengaluru,Karnataka,Tier 1,Kannada,salaried,stable_salaried,2025-02-12,train,,,,,,,,
cust_16953da67e,Netra Saran,23,Female,Jhansi,Uttar Pradesh,Tier 3,Marathi,salaried,fraud_scenario,2025-02-18,train,,,,,,,,
cust_dbbd6b3b59,Arjun Swamy,45,Other,Delhi,Delhi,Tier 1,Bengali,salaried,stable_salaried,2025-04-05,train,,,,,,,,
cust_e09ba4d6b6,Lopa Mohan,60,Female,Mumbai,Maharashtra,Tier 1,Bengali,salaried,financially_stressed,2024-11-07,train,,,,,,,,
cust_d995924a19,Christopher Wable,34,Other,Mumbai,Maharashtra,Tier 1,Telugu,salaried,stable_salaried,2025-06-10,test,,,,,,,,
cust_382db47b58,Gaurav Mohanty,57,Male,Nagpur,Maharashtra,Tier 2,Marathi,salaried,stable_salaried,2025-12-10,train,,,,,,,,
cust_1aed060e3e,Dipta Bava,44,Other,Delhi,Delhi,Tier 1,Bengali,gig_irregular,gig_irregular,2026-01-12,train,,,,,,,,
cust_844818d340,Chavvi Rajan,60,Other,Bengaluru,Karnataka,Tier 1,Bengali,salaried,stable_salaried,2025-06-30,train,,,,,,,,
cust_e6ffcce926,Radha Trivedi,28,Female,Delhi,Delhi,Tier 1,Marathi,salaried,stable_salaried,2024-12-23,train,,,,,,,,
cust_9f26e16900,Yashoda Prabhakar,23,Female,Delhi,Delhi,Tier 1,Telugu,salaried,financially_stressed,2025-06-25,train,,,,,,,,
cust_e46ee24233,Tanish Chaudhary,45,Male,Bilaspur,Chhattisgarh,Tier 3,Marathi,salaried,financially_stressed,2025-09-19,train,,,,,,,,
cust_e9d78b0642,Timothy Nagarajan,47,Male,Bilaspur,Chhattisgarh,Tier 3,Telugu,salaried,financially_stressed,2025-05-19,train,,,,,,,,
cust_404b8313e5,Warhi Jhaveri,23,Female,Barpeta,Assam,Tier 4,Kannada,salaried,financially_stressed,2024-10-20,train,,,,,,,,
cust_8d22f8f081,Chakradev Raj,28,Female,Bilaspur,Chhattisgarh,Tier 3,Kannada,salaried,financially_stressed,2025-07-20,train,,,,,,,,
cust_cdd9875433,Bina Agrawal,60,Male,Indore,Madhya Pradesh,Tier 2,English,gig_irregular,gig_irregular,2025-01-01,train,,,,,,,,
cust_22cffd2d4a,Peter Ramakrishnan,38,Male,Bengaluru,Karnataka,Tier 1,Tamil,salaried,stable_salaried,2026-01-19,train,,,,,,,,
cust_c7e1fa7bde,Neelima Basu,56,Female,Bengaluru,Karnataka,Tier 1,English,salaried,stable_salaried,2025-12-07,train,,,,,,,,
cust_87abbb5a72,Aarna Sami,24,Other,Jhansi,Uttar Pradesh,Tier 3,Marathi,gig_irregular,gig_irregular,2024-12-05,train,,,,,,,,
cust_1b26cd4218,Samarth Mahajan,59,Male,Indore,Madhya Pradesh,Tier 2,Gujarati,salaried,stable_salaried,2025-09-18,train,,,,,,,,
cust_69912fb94c,Ojasvi Sachdev,27,Female,Deoria,Uttar Pradesh,Tier 4,Marathi,salaried,financially_stressed,2025-04-23,train,,,,,,,,
cust_0dfda2872e,Vinaya Kulkarni,37,Female,Bilaspur,Chhattisgarh,Tier 3,Hindi,salaried,financially_stressed,2025-04-05,train,,,,,,,,
cust_41acffb1a9,Benjamin Sen,54,Other,Jhansi,Uttar Pradesh,Tier 3,Telugu,salaried,stable_salaried,2025-08-05,train,,,,,,,,
cust_90998add2d,Ekavir Contractor,42,Female,Barpeta,Assam,Tier 4,Gujarati,salaried,stable_salaried,2024-11-20,train,,,,,,,,
cust_ce1ff1f04c,Ekalinga Goswami,46,Other,Indore,Madhya Pradesh,Tier 2,Telugu,salaried,financially_stressed,2024-11-13,train,,,,,,,,
cust_452c6863f2,Aahana Rao,57,Female,Jhansi,Uttar Pradesh,Tier 3,English,salaried,financially_stressed,2025-07-02,train,,,,,,,,
cust_7a33558036,Bhavani Lal,56,Other,Indore,Madhya Pradesh,Tier 2,Tamil,salaried,stable_salaried,2025-02-14,train,,,,,,,,
cust_cb30f59c0c,Megha Jaggi,25,Female,Bilaspur,Chhattisgarh,Tier 3,Bengali,gig_irregular,gig_irregular,2024-11-09,train,,,,,,,,
cust_15d50dd70c,Sai Datta,26,Male,Deoria,Uttar Pradesh,Tier 4,Kannada,salaried,fraud_scenario,2026-02-13,train,,,,,,,,
cust_167a6624f9,Upasna Srinivas,23,Male,Bengaluru,Karnataka,Tier 1,English,salaried,financially_stressed,2025-06-21,train,,,,,,,,
cust_1d6754bdc8,Baljiwan Rama,29,Female,Bengaluru,Karnataka,Tier 1,Marathi,salaried,stable_salaried,2024-11-09,train,,,,,,,,
cust_b5db9138f8,Wyatt Sarin,58,Female,Coimbatore,Tamil Nadu,Tier 2,Bengali,salaried,financially_stressed,2024-12-21,train,,,,,,,,
cust_1ed45d1aa3,Luke Sathe,53,Other,Jhansi,Uttar Pradesh,Tier 3,Marathi,gig_irregular,gig_irregular,2025-08-14,train,,,,,,,,
cust_a48db99db2,Yahvi Gulati,46,Female,Chhindwara,Madhya Pradesh,Tier 4,Gujarati,gig_irregular,gig_irregular,2025-08-04,train,,,,,,,,
cust_8f0fdfe2ce,Caleb Atwal,36,Male,Barpeta,Assam,Tier 4,Marathi,salaried,stable_salaried,2025-11-06,train,,,,,,,,
cust_2bfbfddcb7,Zashil Gill,44,Male,Coimbatore,Tamil Nadu,Tier 2,Kannada,salaried,stable_salaried,2026-02-12,train,,,,,,,,
cust_7e8fd4261a,Daksh Raman,27,Other,Coimbatore,Tamil Nadu,Tier 2,Telugu,salaried,stable_salaried,2025-03-21,train,,,,,,,,
cust_5348d0f6ee,Yashasvi Bhatt,27,Female,Coimbatore,Tamil Nadu,Tier 2,English,gig_irregular,gig_irregular,2025-04-07,train,,,,,,,,
cust_de88b811a8,Gautami Sarna,41,Female,Nagpur,Maharashtra,Tier 2,Telugu,salaried,stable_salaried,2025-01-12,train,,,,,,,,
cust_bf31240c42,Ekaraj Korpal,39,Female,Delhi,Delhi,Tier 1,Bengali,salaried,financially_stressed,2024-09-24,train,,,,,,,,
cust_cb615599d4,Naveen Dhar,35,Male,Guna,Madhya Pradesh,Tier 3,Tamil,gig_irregular,gig_irregular,2025-08-06,test,,,,,,,,
cust_8dee32ea1a,Dakshesh Choudhury,46,Other,Chhindwara,Madhya Pradesh,Tier 4,Kannada,salaried,stable_salaried,2025-07-07,train,,,,,,,,
cust_223a6b271c,Zarna Warrior,21,Other,Guna,Madhya Pradesh,Tier 3,Hindi,salaried,stable_salaried,2025-09-21,train,,,,,,,,
cust_cd71875261,Ekanta Prabhakar,48,Other,Coimbatore,Tamil Nadu,Tier 2,Gujarati,salaried,financially_stressed,2024-09-20,train,,,,,,,,
cust_8c03ff9997,Vivaan Ahuja,23,Male,Mumbai,Maharashtra,Tier 1,Marathi,salaried,financially_stressed,2024-10-02,test,,,,,,,,
cust_e48719d1a7,Lila Dar,28,Male,Bilaspur,Chhattisgarh,Tier 3,English,gig_irregular,gig_irregular,2025-04-07,train,,,,,,,,
cust_d0875970c0,Ethan Bahri,47,Other,Chhindwara,Madhya Pradesh,Tier 4,Tamil,salaried,stable_salaried,2025-12-24,train,,,,,,,,
cust_ebb29e77c3,Libni Mandal,55,Female,Coimbatore,Tamil Nadu,Tier 2,Tamil,salaried,stable_salaried,2025-09-01,train,,,,,,,,
cust_298252c5df,Shivani Khanna,31,Other,Bilaspur,Chhattisgarh,Tier 3,Tamil,salaried,stable_salaried,2025-09-21,train,,,,,,,,
cust_b0d3ae967e,Hemani Sha,31,Other,Chhindwara,Madhya Pradesh,Tier 4,Kannada,gig_irregular,gig_irregular,2025-09-20,train,,,,,,,,
cust_9c06ef6050,Suhani Yadav,60,Male,Indore,Madhya Pradesh,Tier 2,Bengali,salaried,fraud_scenario,2025-05-31,train,,,,,,,,
cust_c3e36d7fcc,Maanas Mangat,55,Female,Bengaluru,Karnataka,Tier 1,Gujarati,salaried,financially_stressed,2026-01-05,train,,,,,,,,
cust_bbf357fd6b,Lipika Kurian,46,Female,Coimbatore,Tamil Nadu,Tier 2,Bengali,gig_irregular,gig_irregular,2025-08-26,train,,,,,,,,
cust_3795f4240a,Ansh Sankaran,44,Other,Barpeta,Assam,Tier 4,Gujarati,gig_irregular,gig_irregular,2026-01-07,train,,,,,,,,
cust_490e7637dc,Brijesh Sharaf,34,Other,Bengaluru,Karnataka,Tier 1,Bengali,salaried,stable_salaried,2025-11-26,train,,,,,,,,
cust_202c37e858,Neelima Dass,21,Male,Jhansi,Uttar Pradesh,Tier 3,Kannada,salaried,stable_salaried,2025-04-23,train,,,,,,,,
cust_3ce4774ca5,Sathvik Ravi,36,Female,Bengaluru,Karnataka,Tier 1,Gujarati,salaried,stable_salaried,2025-12-15,train,,,,,,,,
cust_f524138635,Triveni Sethi,33,Female,Barpeta,Assam,Tier 4,Gujarati,salaried,financially_stressed,2025-04-29,train,,,,,,,,
cust_2f997fa5f8,Ubika Patla,44,Male,Delhi,Delhi,Tier 1,Telugu,salaried,financially_stressed,2025-05-12,train,,,,,,,,
cust_8e64c6b86e,Kiaan Wagle,53,Male,Delhi,Delhi,Tier 1,Hindi,salaried,stable_salaried,2025-03-15,train,,,,,,,,
cust_a58b0f9be9,Rayaan Hayer,24,Female,Chhindwara,Madhya Pradesh,Tier 4,Telugu,salaried,fraud_scenario,2025-01-01,train,,,,,,,,
cust_a90868b062,Ubika Rege,45,Other,Bilaspur,Chhattisgarh,Tier 3,Telugu,gig_irregular,gig_irregular,2026-02-12,train,,,,,,,,
cust_bc7c75e40f,Tanay Ramaswamy,23,Female,Nagpur,Maharashtra,Tier 2,Tamil,gig_irregular,gig_irregular,2025-04-04,train,,,,,,,,
cust_add81e95a1,Sneha Mital,54,Male,Bengaluru,Karnataka,Tier 1,Gujarati,salaried,stable_salaried,2024-11-27,train,,,,,,,,
cust_c2488aac10,Charan Iyengar,50,Male,Chhindwara,Madhya Pradesh,Tier 4,Tamil,salaried,stable_salaried,2026-01-19,train,,,,,,,,
cust_26d4f2025a,Leena Varughese,54,Other,Barpeta,Assam,Tier 4,Telugu,salaried,financially_stressed,2025-01-08,train,,,,,,,,
cust_c6744b6f20,Arjun Jhaveri,23,Female,Mumbai,Maharashtra,Tier 1,Hindi,salaried,stable_salaried,2025-05-05,train,,,,,,,,
cust_1b25160542,Anjali Dugal,54,Female,Bengaluru,Karnataka,Tier 1,Tamil,salaried,fraud_scenario,2025-04-10,train,,,,,,,,
cust_88046a388a,Matthew Sabharwal,45,Other,Deoria,Uttar Pradesh,Tier 4,Hindi,gig_irregular,gig_irregular,2025-08-28,train,,,,,,,,
cust_da340d8cfd,Kalpit Sur,50,Other,Delhi,Delhi,Tier 1,Bengali,salaried,stable_salaried,2025-03-03,train,,,,,,,,
cust_581720b4f1,Gunbir Bhattacharyya,21,Female,Coimbatore,Tamil Nadu,Tier 2,Hindi,salaried,stable_salaried,2025-03-03,train,,,,,,,,
cust_8bea6fc0a1,Chatresh Narula,21,Female,Chhindwara,Madhya Pradesh,Tier 4,Bengali,salaried,stable_salaried,2024-10-27,train,,,,,,,,
cust_509b3dbab8,Ishanvi Jain,50,Female,Delhi,Delhi,Tier 1,English,salaried,stable_salaried,2025-12-22,train,,,,,,,,
cust_63d2a3ad13,Damyanti Bhatti,37,Female,Nagpur,Maharashtra,Tier 2,Gujarati,gig_irregular,gig_irregular,2025-10-23,train,,,,,,,,
cust_f2047b1ca8,Sanya Soman,56,Other,Chhindwara,Madhya Pradesh,Tier 4,Gujarati,gig_irregular,gig_irregular,2025-03-28,train,,,,,,,,
cust_abac609059,Bimala Mitter,45,Female,Mumbai,Maharashtra,Tier 1,Tamil,salaried,financially_stressed,2025-03-15,train,,,,,,,,
cust_3813436db9,Max Gade,38,Male,Deoria,Uttar Pradesh,Tier 4,Marathi,salaried,stable_salaried,2024-11-05,train,,,,,,,,
cust_a6cc068cec,Nathan Singh,35,Other,Indore,Madhya Pradesh,Tier 2,Gujarati,salaried,stable_salaried,2025-04-26,test,,,,,,,,
cust_acf12226d3,Zaid Comar,38,Male,Bengaluru,Karnataka,Tier 1,Kannada,gig_irregular,gig_irregular,2025-09-29,train,,,,,,,,
cust_407200f7df,Sai Chatterjee,60,Male,Chhindwara,Madhya Pradesh,Tier 4,Marathi,gig_irregular,gig_irregular,2025-09-09,train,,,,,,,,
cust_3dfe996682,Lakshmi Solanki,53,Female,Mumbai,Maharashtra,Tier 1,Tamil,salaried,financially_stressed,2025-10-30,train,,,,,,,,
cust_c90b4a6109,Anmol Patil,47,Female,Indore,Madhya Pradesh,Tier 2,Marathi,salaried,stable_salaried,2025-04-06,train,,,,,,,,
cust_e422ba681e,Sara Bahri,37,Other,Jhansi,Uttar Pradesh,Tier 3,Kannada,gig_irregular,gig_irregular,2026-02-03,train,,,,,,,,
cust_fb943cc76d,Harinakshi Chada,45,Other,Guna,Madhya Pradesh,Tier 3,Kannada,gig_irregular,gig_irregular,2026-02-24,train,,,,,,,,
cust_87cfab78e0,Peter Deshmukh,43,Male,Bengaluru,Karnataka,Tier 1,English,salaried,stable_salaried,2026-01-09,train,,,,,,,,
cust_b50639b27c,Mason Choudhry,56,Male,Guna,Madhya Pradesh,Tier 3,Gujarati,salaried,stable_salaried,2025-08-18,train,,,,,,,,
cust_009c40329f,Ekani Master,25,Other,Bengaluru,Karnataka,Tier 1,English,salaried,stable_salaried,2026-03-09,train,,,,,,,,
cust_7b07247d58,Isha Talwar,41,Male,Bilaspur,Chhattisgarh,Tier 3,Marathi,salaried,fraud_scenario,2025-10-05,test,,,,,,,,
cust_f4f5750327,Omkaar Patla,41,Female,Guna,Madhya Pradesh,Tier 3,Telugu,gig_irregular,gig_irregular,2024-09-19,test,,,,,,,,
cust_fb3000369d,Yochana Mammen,30,Male,Delhi,Delhi,Tier 1,Bengali,salaried,financially_stressed,2025-12-21,test,,,,,,,,
cust_e3d30fa649,Vrishti Nagar,23,Male,Bengaluru,Karnataka,Tier 1,Kannada,salaried,stable_salaried,2026-03-03,test,,,,,,,,
cust_010f40371f,William Mohan,35,Female,Indore,Madhya Pradesh,Tier 2,Gujarati,salaried,financially_stressed,2026-01-20,train,,,,,,,,
cust_28622cabd7,Geetika Baria,56,Female,Jhansi,Uttar Pradesh,Tier 3,Tamil,salaried,financially_stressed,2025-02-02,test,,,,,,,,
cust_258b9430e9,Faris Natarajan,46,Other,Coimbatore,Tamil Nadu,Tier 2,Gujarati,salaried,stable_salaried,2025-02-07,test,,,,,,,,
cust_4f0312cccd,Advaith Bahl,36,Male,Delhi,Delhi,Tier 1,Hindi,salaried,stable_salaried,2025-07-10,train,,,,,,,,
cust_25d7aafb0d,Upma Rai,49,Female,Chhindwara,Madhya Pradesh,Tier 4,Marathi,salaried,financially_stressed,2025-02-23,train,,,,,,,,
cust_afc4938ce7,Keya Nayak,27,Male,Deoria,Uttar Pradesh,Tier 4,Marathi,salaried,financially_stressed,2025-04-11,train,,,,,,,,
cust_7255ca202c,Niharika Oommen,56,Female,Delhi,Delhi,Tier 1,Hindi,salaried,financially_stressed,2025-03-31,train,,,,,,,,
cust_a652cd6d4d,Advika Hans,33,Male,Delhi,Delhi,Tier 1,Tamil,salaried,financially_stressed,2024-11-22,train,,,,,,,,
cust_4a58f03126,Fiyaz Sengupta,55,Other,Bilaspur,Chhattisgarh,Tier 3,Tamil,gig_irregular,gig_irregular,2025-06-05,train,,,,,,,,
cust_d9b4c28f32,Eiravati Upadhyay,51,Female,Coimbatore,Tamil Nadu,Tier 2,Bengali,gig_irregular,gig_irregular,2026-01-27,train,,,,,,,,
cust_9cb1790ff2,Kabir Chhabra,26,Other,Deoria,Uttar Pradesh,Tier 4,Telugu,gig_irregular,gig_irregular,2026-01-14,test,,,,,,,,
cust_9ae835202f,Kashvi Bhattacharyya,51,Male,Jhansi,Uttar Pradesh,Tier 3,Telugu,salaried,financially_stressed,2025-01-22,train,,,,,,,,
cust_61855a1b9b,Gagan Borra,48,Male,Bengaluru,Karnataka,Tier 1,Bengali,gig_irregular,gig_irregular,2024-12-04,train,,,,,,,,
cust_e53551101a,Harita Bobal,25,Female,Mumbai,Maharashtra,Tier 1,Marathi,salaried,fraud_scenario,2024-09-16,train,,,,,,,,
cust_034951f833,Ganga Cherian,57,Female,Jhansi,Uttar Pradesh,Tier 3,Bengali,salaried,stable_salaried,2024-12-05,train,,,,,,,,
cust_240e53c60c,Liam Iyengar,50,Female,Jhansi,Uttar Pradesh,Tier 3,Tamil,salaried,stable_salaried,2025-08-12,train,,,,,,,,
cust_e27ffca342,Quincy Chand,50,Male,Indore,Madhya Pradesh,Tier 2,Telugu,salaried,stable_salaried,2026-01-27,train,,,,,,,,
cust_0141a46b73,Aarush Sant,30,Other,Indore,Madhya Pradesh,Tier 2,Bengali,salaried,stable_salaried,2025-10-09,train,,,,,,,,
cust_1cea2e41a2,Shivansh Bedi,24,Male,Barpeta,Assam,Tier 4,Telugu,salaried,financially_stressed,2025-11-18,test,,,,,,,,
cust_1485017ad5,Ekani Wagle,54,Other,Barpeta,Assam,Tier 4,English,gig_irregular,gig_irregular,2025-10-08,train,,,,,,,,
cust_4016fcbd3c,Warhi Grewal,46,Female,Chhindwara,Madhya Pradesh,Tier 4,Bengali,salaried,stable_salaried,2024-12-25,train,,,,,,,,
cust_650f283dd7,Saanvi Goyal,43,Female,Bilaspur,Chhattisgarh,Tier 3,Bengali,salaried,financially_stressed,2025-05-26,train,,,,,,,,
cust_1955d17c44,Patrick Hora,38,Female,Coimbatore,Tamil Nadu,Tier 2,Marathi,salaried,stable_salaried,2025-06-16,train,,,,,,,,
cust_91ab41f20a,Jatin Borra,25,Other,Bilaspur,Chhattisgarh,Tier 3,Tamil,gig_irregular,gig_irregular,2025-02-02,train,,,,,,,,
cust_34d6c2e2bd,Vedant Gaba,56,Other,Nagpur,Maharashtra,Tier 2,Tamil,salaried,financially_stressed,2024-12-23,train,,,,,,,,
cust_7ec8d3649a,Nitara Toor,55,Female,Barpeta,Assam,Tier 4,Kannada,salaried,fraud_scenario,2025-04-15,train,,,,,,,,
cust_471b2c3e19,Pooja Krishna,50,Other,Coimbatore,Tamil Nadu,Tier 2,Tamil,gig_irregular,gig_irregular,2025-08-28,train,,,,,,,,
cust_ab10f4e095,Abhimanyu Krishnamurthy,24,Female,Coimbatore,Tamil Nadu,Tier 2,Gujarati,gig_irregular,gig_irregular,2025-12-06,test,,,,,,,,
cust_889927f808,Dhruv Bhatia,22,Male,Bengaluru,Karnataka,Tier 1,Telugu,salaried,financially_stressed,2025-02-12,test,,,,,,,,
cust_3ae6b085ae,Darpan Sani,30,Other,Bilaspur,Chhattisgarh,Tier 3,Tamil,salaried,financially_stressed,2024-10-15,train,,,,,,,,
cust_f3453bcdd5,Advik Chakrabarti,42,Male,Chhindwara,Madhya Pradesh,Tier 4,Kannada,salaried,financially_stressed,2024-10-24,train,,,,,,,,
cust_7f662b37c4,Dominic Lala,48,Female,Coimbatore,Tamil Nadu,Tier 2,Tamil,salaried,stable_salaried,2025-03-04,train,,,,,,,,
cust_12b754477c,Shravya Parmar,31,Other,Chhindwara,Madhya Pradesh,Tier 4,English,salaried,stable_salaried,2025-10-14,train,,,,,,,,
cust_58b674fe6f,Kamala Tata,30,Other,Barpeta,Assam,Tier 4,Hindi,salaried,stable_salaried,2025-10-22,train,,,,,,,,
cust_86f08f35fa,Dhriti Gupta,24,Female,Indore,Madhya Pradesh,Tier 2,Gujarati,salaried,stable_salaried,2025-02-22,train,,,,,,,,
cust_6b09d0b0e4,Brijesh Pandit,35,Female,Jhansi,Uttar Pradesh,Tier 3,English,salaried,financially_stressed,2025-01-14,train,,,,,,,,
cust_af509e9a35,Ekta Rau,44,Female,Deoria,Uttar Pradesh,Tier 4,Bengali,salaried,financially_stressed,2025-04-23,train,,,,,,,,
cust_37685cc67d,Sneha Dua,46,Other,Bengaluru,Karnataka,Tier 1,Gujarati,salaried,stable_salaried,2025-05-23,train,,,,,,,,
cust_16959061fb,Oni Bakshi,25,Male,Mumbai,Maharashtra,Tier 1,Hindi,gig_irregular,gig_irregular,2024-11-27,train,,,,,,,,
cust_5a7224a51a,Lakshmi Dixit,48,Male,Bilaspur,Chhattisgarh,Tier 3,Kannada,salaried,stable_salaried,2026-01-02,train,,,,,,,,
cust_eb86470062,Radha Gera,37,Other,Mumbai,Maharashtra,Tier 1,Gujarati,salaried,stable_salaried,2025-04-17,train,,,,,,,,
cust_339dd99f49,Teerth Chandran,25,Female,Barpeta,Assam,Tier 4,Telugu,salaried,stable_salaried,2024-12-02,test,,,,,,,,
cust_e7232eb2de,Mason Madan,60,Male,Guna,Madhya Pradesh,Tier 3,Tamil,salaried,financially_stressed,2024-09-19,train,,,,,,,,
cust_c6d60390b6,Widisha Ramanathan,38,Other,Guna,Madhya Pradesh,Tier 3,Kannada,salaried,stable_salaried,2025-03-14,train,,,,,,,,
cust_37d931fc76,Vedant Gupta,24,Male,Guna,Madhya Pradesh,Tier 3,English,salaried,financially_stressed,2024-12-06,train,,,,,,,,
cust_99c146a845,Rachita Saran,27,Female,Bilaspur,Chhattisgarh,Tier 3,Kannada,salaried,stable_salaried,2025-06-04,train,,,,,,,,
cust_dc010045c6,Vinaya Bhasin,41,Other,Coimbatore,Tamil Nadu,Tier 2,Gujarati,salaried,stable_salaried,2026-02-12,test,,,,,,,,
cust_e13ca08544,Ekalinga Naik,50,Other,Barpeta,Assam,Tier 4,Telugu,salaried,stable_salaried,2025-03-23,test,,,,,,,,
cust_1d2ba45ff8,Lohit Keer,26,Male,Bilaspur,Chhattisgarh,Tier 3,Bengali,salaried,financially_stressed,2025-10-02,train,,,,,,,,
cust_04dd6468c5,Tarak Saha,46,Male,Jhansi,Uttar Pradesh,Tier 3,Telugu,gig_irregular,gig_irregular,2025-06-22,test,,,,,,,,
cust_4dd308dc4b,Nathan Nigam,48,Male,Chhindwara,Madhya Pradesh,Tier 4,Tamil,salaried,financially_stressed,2025-06-06,train,,,,,,,,
cust_4a5243db25,Jairaj Dayal,49,Other,Jhansi,Uttar Pradesh,Tier 3,Tamil,gig_irregular,gig_irregular,2025-08-22,test,,,,,,,,
cust_7297e0c62f,Kashvi Dave,32,Other,Mumbai,Maharashtra,Tier 1,Bengali,salaried,fraud_scenario,2025-06-28,train,,,,,,,,
cust_9c1de6591b,Dev Badami,36,Male,Nagpur,Maharashtra,Tier 2,Gujarati,salaried,stable_salaried,2025-04-01,train,,,,,,,,
cust_4df02ba343,Yatin Kadakia,22,Male,Nagpur,Maharashtra,Tier 2,English,salaried,financially_stressed,2025-05-13,test,,,,,,,,
cust_134ea3caff,Dhriti Soni,43,Other,Mumbai,Maharashtra,Tier 1,Hindi,gig_irregular,gig_irregular,2026-02-10,test,,,,,,,,
cust_f3e6a8e1db,Garima Hayer,46,Other,Barpeta,Assam,Tier 4,Bengali,salaried,financially_stressed,2025-11-16,test,,,,,,,,
cust_07e583e695,Veer Khalsa,36,Other,Mumbai,Maharashtra,Tier 1,Tamil,salaried,stable_salaried,2026-01-18,train,,,,,,,,
cust_19488d4bae,Vrinda Singhal,23,Female,Mumbai,Maharashtra,Tier 1,Hindi,salaried,stable_salaried,2025-11-30,train,,,,,,,,
cust_0bb266e096,Yasti Chandran,26,Male,Indore,Madhya Pradesh,Tier 2,Hindi,salaried,stable_salaried,2026-01-12,train,,,,,,,,
cust_8a04a5169e,Ekanta Bumb,25,Female,Mumbai,Maharashtra,Tier 1,Marathi,salaried,financially_stressed,2025-04-09,train,,,,,,,,
cust_36762f6d63,Amaira Bhavsar,50,Other,Coimbatore,Tamil Nadu,Tier 2,Telugu,salaried,stable_salaried,2025-06-28,train,,,,,,,,
cust_d5448838d5,Anya Dhar,29,Female,Coimbatore,Tamil Nadu,Tier 2,Tamil,salaried,stable_salaried,2025-05-15,train,,,,,,,,
cust_ace51b9bd7,Urvi Koshy,47,Female,Barpeta,Assam,Tier 4,English,salaried,stable_salaried,2025-03-29,train,,,,,,,,
cust_73692f2d08,Falak Parekh,40,Female,Nagpur,Maharashtra,Tier 2,Gujarati,gig_irregular,gig_irregular,2025-01-11,test,,,,,,,,
cust_f1bab78601,Madhav Mahajan,50,Male,Bilaspur,Chhattisgarh,Tier 3,English,salaried,fraud_scenario,2025-12-07,train,,,,,,,,
cust_1c72714dc3,Dipta Yadav,60,Other,Guna,Madhya Pradesh,Tier 3,Hindi,gig_irregular,gig_irregular,2026-02-17,train,,,,,,,,
cust_47e9f4d84f,Jai Merchant,55,Female,Coimbatore,Tamil Nadu,Tier 2,Hindi,salaried,stable_salaried,2024-12-29,train,,,,,,,,
cust_456e083a9e,Yamini Mandal,53,Female,Bilaspur,Chhattisgarh,Tier 3,Telugu,salaried,financially_stressed,2025-10-17,train,,,,,,,,
cust_3f70ba4899,Pallavi Apte,40,Other,Indore,Madhya Pradesh,Tier 2,Marathi,salaried,financially_stressed,2025-01-25,train,,,,,,,,
cust_3c54831762,Maanas Minhas,60,Other,Mumbai,Maharashtra,Tier 1,Gujarati,gig_irregular,gig_irregular,2025-02-21,train,,,,,,,,
cust_1b9c476705,Farhan Pillay,26,Female,Jhansi,Uttar Pradesh,Tier 3,Tamil,gig_irregular,gig_irregular,2024-09-24,train,,,,,,,,
cust_07408da334,Sanya Raja,23,Other,Indore,Madhya Pradesh,Tier 2,English,salaried,stable_salaried,2025-05-23,train,,,,,,,,
cust_9b321183ca,Dipta Chokshi,27,Male,Deoria,Uttar Pradesh,Tier 4,Marathi,gig_irregular,gig_irregular,2025-07-12,train,,,,,,,,
cust_b445eb11c3,Anya Hora,29,Other,Mumbai,Maharashtra,Tier 1,Tamil,salaried,stable_salaried,2026-02-06,train,,,,,,,,
cust_617cb02f3d,Bhavani Gaba,36,Male,Bengaluru,Karnataka,Tier 1,Gujarati,salaried,stable_salaried,2025-10-03,train,,,,,,,,
cust_cfa0967998,Anay Dasgupta,37,Male,Jhansi,Uttar Pradesh,Tier 3,Kannada,salaried,financially_stressed,2025-07-29,train,,,,,,,,
cust_7b86d2a3cf,Vansha Pillay,55,Female,Nagpur,Maharashtra,Tier 2,Tamil,salaried,stable_salaried,2024-10-09,train,,,,,,,,
cust_4cfa9f9334,Atharv Saraf,29,Female,Bilaspur,Chhattisgarh,Tier 3,Marathi,salaried,financially_stressed,2024-11-27,train,,,,,,,,
cust_d99baa2d8d,Pranav Narain,57,Female,Mumbai,Maharashtra,Tier 1,Tamil,gig_irregular,gig_irregular,2025-08-31,train,,,,,,,,
cust_e43c5ecb41,Barkha Naik,58,Female,Bengaluru,Karnataka,Tier 1,Tamil,salaried,financially_stressed,2025-08-12,test,,,,,,,,
cust_af5a6372f0,Yasti Bhalla,35,Other,Bengaluru,Karnataka,Tier 1,Telugu,salaried,stable_salaried,2025-07-17,test,,,,,,,,
cust_6303788afa,Watika Bhatt,39,Other,Delhi,Delhi,Tier 1,Kannada,gig_irregular,gig_irregular,2025-10-12,test,,,,,,,,
cust_f99ec4dd27,Max Chaudry,57,Other,Bengaluru,Karnataka,Tier 1,Hindi,gig_irregular,gig_irregular,2026-01-31,train,,,,,,,,
cust_54f7800c5b,George Parsa,59,Other,Bengaluru,Karnataka,Tier 1,Kannada,salaried,stable_salaried,2025-06-24,test,,,,,,,,
