account_id,customer_id,bank_name,account_type,opening_balance,current_balance,currency,opened_at
acct_b9bf4c10da,cust_956c1b339b,HDFC Bank,savings,23376.93,,,
acct_bca76c0328,cust_5914692782,ICICI Bank,savings,18124.09,,,
acct_a78aa2186d,cust_475aa850da,Punjab National Bank,savings,31097.33,,,
acct_8240eba8f7,cust_f084117740,Bank of Baroda,savings,37075.66,,,
acct_b2c0337f95,cust_b48f60c471,ICICI Bank,savings,20553.48,,,
acct_73a779a5ed,cust_936edafe08,HDFC Bank,savings,49688.59,,,
acct_d417e67117,cust_95efaac54b,HDFC Bank,savings,22608.8,,,
acct_c0f23e0bb5,cust_d5e595d26b,ICICI Bank,savings,13355.11,,,
acct_85d7fea31a,cust_e67e6fc4ef,State Bank of India,savings,30831.94,,,
acct_7d126827e2,cust_a94c6df372,State Bank of India,savings,32686.48,,,
acct_7cd8830a0f,cust_51269cd22d,ICICI Bank,savings,31067.79,,,
acct_7af11d29fe,cust_35480d83f3,Punjab National Bank,savings,20444.05,,,
acct_5a3c603d61,cust_b95bae5478,Bank of Baroda,savings,21218.31,,,
acct_b1c4d913eb,cust_d965a9c475,HDFC Bank,savings,23993.86,,,
acct_39c8f2aa15,cust_503cc13675,Axis Bank,savings,43158.83,,,
acct_c4f93b726c,cust_549f7a880b,ICICI Bank,savings,6402.28,,,
acct_e6b268dc37,cust_e026e850e5,Punjab National Bank,savings,15728.94,,,
acct_1ac9ae9c81,cust_415732c58c,ICICI Bank,savings,16691.63,,,
acct_faaf87b1ee,cust_15b55cadb9,HDFC Bank,savings,39698.69,,,
acct_5dad49cb84,cust_714377a93d,Bank of Baroda,savings,31864.8,,,
acct_d761f38b66,cust_e76882fbad,State Bank of India,savings,12853.43,,,
acct_e3defc48dc,cust_741199a35f,ICICI Bank,savings,4845.39,,,
acct_f22c2a8248,cust_c95c092e1f,State Bank of India,savings,46471.63,,,
acct_583e5b2a2a,cust_e6c387ca88,Bank of Baroda,savings,32767.68,,,
acct_d802fab3f4,cust_74e22138c6,Bank of Baroda,savings,21836.88,,,
acct_cc6b6d5766,cust_4fde0a0bac,State Bank of India,savings,46270.65,,,
acct_3f535d2dbf,cust_c3ac65509b,Punjab National Bank,savings,29071.75,,,
acct_5ac5497252,cust_3811a07776,ICICI Bank,savings,15435.0,,,
acct_c501a24946,cust_07258f0452,State Bank of India,savings,34295.45,,,
acct_ee78addf47,cust_8458621055,HDFC Bank,savings,9716.04,,,
acct_7aac67587c,cust_69dbb7ddf1,State Bank of India,savings,49734.37,,,
acct_c66e45ca40,cust_abc6729c66,Axis Bank,savings,41639.99,,,
acct_25d2120126,cust_5271ea9a9e,ICICI Bank,savings,29933.82,,,
acct_12b61f7000,cust_a3db68cf6d,Axis Bank,savings,18474.73,,,
acct_89c62367f8,cust_2ba520f4a2,Punjab National Bank,savings,48940.69,,,
acct_72669e3949,cust_a825d2472e,Axis Bank,savings,30176.08,,,
acct_4f4b1de132,cust_58b71b409d,Bank of Baroda,savings,16882.6,,,
acct_4e9e948d78,cust_20335a0cda,State Bank of India,savings,44376.61,,,
acct_ff7d900dbe,cust_9dde1c40ba,Axis Bank,savings,30067.46,,,
acct_9f1da2d660,cust_7d6a9b159a,HDFC Bank,savings,33013.96,,,
acct_6e42b14757,cust_6f72e692c8,Bank of Baroda,savings,24909.16,,,
acct_52da690aaa,cust_fd5dca7cc2,Punjab National Bank,savings,15255.39,,,
acct_c6c3118239,cust_000e46acc0,State Bank of India,savings,3056.81,,,
acct_b1cee1d70f,cust_3c034bf9f4,State Bank of India,savings,27587.22,,,
acct_2025a446b3,cust_323c69eb80,ICICI Bank,savings,5864.51,,,
acct_d5ddb134e0,cust_1c10043f77,State Bank of India,savings,35983.46,,,
acct_4a24b9b03e,cust_69e9669d25,ICICI Bank,savings,25916.45,,,
acct_a15fcdac6e,cust_f9b840c4f5,State Bank of India,savings,31333.65,,,
acct_af408fc41b,cust_6b4b893a7d,HDFC Bank,savings,14284.87,,,
acct_6ba8d6d3dc,cust_8f942a8473,Punjab National Bank,savings,22883.18,,,
acct_79b2cfbb3e,cust_062526b2f2,Bank of Baroda,savings,36136.22,,,
acct_4b08218d34,cust_1e0dbde7d0,ICICI Bank,savings,35246.5,,,
acct_3dccddfef0,cust_8a8cf6a230,HDFC Bank,savings,23997.84,,,
acct_890d389c40,cust_d8028e266c,HDFC Bank,savings,14741.19,,,
acct_feb4b1bba9,cust_09f780a01f,Bank of Baroda,savings,16512.56,,,
acct_f3a25603cd,cust_68e782128f,Axis Bank,savings,43684.49,,,
acct_ed5fe4ace3,cust_10be646f52,State Bank of India,savings,37765.95,,,
acct_237262a408,cust_d0477beb3e,ICICI Bank,savings,49258.39,,,
acct_3aa04b631c,cust_c23ee4d71d,Bank of Baroda,savings,8066.42,,,
acct_7c5ea25fdf,cust_22a798699c,HDFC Bank,savings,6744.94,,,
acct_74fa89b97e,cust_552fb58f8e,Axis Bank,savings,42662.13,,,
acct_2c4378e49a,cust_b43722b94f,Punjab National Bank,savings,3880.64,,,
acct_2e694e6fc9,cust_d756ee0c3f,State Bank of India,savings,23177.19,,,
acct_9e68205fcc,cust_9842021703,ICICI Bank,savings,28038.94,,,
acct_1f43a10e8b,cust_f0206abd87,ICICI Bank,savings,39668.9,,,
acct_92dfb1f2a4,cust_720ec1d6ba,Axis Bank,savings,12061.88,,,
acct_5172147133,cust_c46aecb762,State Bank of India,savings,18210.05,,,
acct_2f13271cb8,cust_5882b0965d,Axis Bank,savings,10737.46,,,
acct_dfc0019bd0,cust_063598ae46,Axis Bank,savings,18089.32,,,
acct_cff85076ac,cust_cd88772594,HDFC Bank,savings,20697.18,,,
acct_1f0695b71d,cust_006fb78f59,Axis Bank,savings,26998.37,,,
acct_6a515bc261,cust_87eaba1780,HDFC Bank,savings,12009.8,,,
acct_039c6f75f3,cust_26fff4a54a,ICICI Bank,savings,40656.86,,,
acct_ff9bdffecc,cust_c660b40ac8,ICICI Bank,savings,28675.92,,,
acct_3d71fce30a,cust_8ccf331111,Bank of Baroda,savings,43359.28,,,
acct_b82fcaf0ba,cust_367066599a,State Bank of India,savings,44392.03,,,
acct_6b8d7f27cf,cust_2252ecf3fc,Bank of Baroda,savings,17038.86,,,
acct_64ee45741b,cust_49563f4ee3,HDFC Bank,savings,25476.94,,,
acct_41c7251c4a,cust_fa6440bf1a,Punjab National Bank,savings,7422.1,,,
acct_d84069354f,cust_1ff9faf586,Axis Bank,savings,28302.34,,,
acct_087f5d47b9,cust_027e255ddf,HDFC Bank,savings,10844.28,,,
acct_2858d3966e,cust_880a4a5837,Punjab National Bank,savings,12840.92,,,
acct_7d99911ff5,cust_79da3067ad,Punjab National Bank,savings,43083.22,,,
acct_38576f5524,cust_e11a6f96b4,HDFC Bank,savings,39727.11,,,
acct_21f7786ba2,cust_c59ba1c546,Axis Bank,savings,12034.43,,,
acct_479812fa21,cust_4e76ab23dd,Axis Bank,savings,42500.72,,,
acct_28b10ae25d,cust_1fe802ad5f,Punjab National Bank,savings,49660.92,,,
acct_0fc3bec277,cust_d7b408b457,HDFC Bank,savings,21450.79,,,
acct_1adfe8fc14,cust_13895279a7,State Bank of India,savings,40872.09,,,
acct_fa778eea92,cust_ca328b4a37,Punjab National Bank,savings,15618.14,,,
acct_66da6314da,cust_6a8a3d85c2,Punjab National Bank,savings,32259.6,,,
acct_57b0293ded,cust_f697f0c77d,ICICI Bank,savings,25352.46,,,
acct_e251beed00,cust_2c313ff7b6,Axis Bank,savings,41651.84,,,
acct_e6e7bfd3eb,cust_995ac569d8,State Bank of India,savings,34169.92,,,
acct_1e64c8dc4f,cust_57e88f7abd,Punjab National Bank,savings,9878.93,,,
acct_666955a23b,cust_8633b181b8,State Bank of India,savings,11222.94,,,
acct_4eb8b7b345,cust_40dfba529d,Punjab National Bank,savings,47676.12,,,
acct_c04085d0fc,cust_fa6eb01d59,Axis Bank,savings,8562.51,,,
acct_e3f677d361,cust_5511caeb6d,Bank of Baroda,savings,47417.96,,,
acct_b4555d6d4d,cust_e170a17fa0,Axis Bank,savings,18129.32,,,
acct_385dcd3ed0,cust_a894e58c26,HDFC Bank,savings,14949.14,,,
acct_1a50d35a4c,cust_2bb7282c39,HDFC Bank,savings,46077.48,,,
acct_5a4e234774,cust_782140f070,HDFC Bank,savings,11839.76,,,
acct_b7ec19f942,cust_af0abf122d,HDFC Bank,savings,12539.98,,,
acct_91628d3edb,cust_aaace14846,Axis Bank,savings,49739.17,,,
acct_8e4c821024,cust_dfeea8b7a3,Axis Bank,savings,30826.19,,,
acct_2ff117951d,cust_30151792a8,State Bank of India,savings,22423.73,,,
acct_4f10923576,cust_6fa25cccb7,Axis Bank,savings,26860.49,,,
acct_81d0e82669,cust_035f7c922a,Bank of Baroda,savings,2976.3,,,
acct_7fcff53b96,cust_4500dce969,ICICI Bank,savings,5991.04,,,
acct_17bc7630ec,cust_2b7d04223a,ICICI Bank,savings,49934.7,,,
acct_c689bb264b,cust_8b04387692,Punjab National Bank,savings,18888.21,,,
acct_cf18a760c0,cust_5f68fb0ad3,Bank of Baroda,savings,31294.65,,,
acct_4c0c8b8fbf,cust_5eeaf0702a,HDFC Bank,savings,13689.33,,,
acct_c406ef784b,cust_1a6b13aa48,Bank of Baroda,savings,48206.07,,,
acct_a44c24a330,cust_1e6247223a,HDFC Bank,savings,40420.52,,,
acct_40b26587e5,cust_6116e05527,Axis Bank,savings,39554.93,,,
acct_a485b822b4,cust_e39ebab2bc,Axis Bank,savings,26564.03,,,
acct_9f5b96d6c6,cust_923b0dcb1e,Punjab National Bank,savings,34861.04,,,
acct_d966e2ad18,cust_d4da385ddf,HDFC Bank,savings,35479.19,,,
acct_fa02efc9b4,cust_f8898f9a1e,Axis Bank,savings,24947.59,,,
acct_64ba0ebc24,cust_b890d1a55d,State Bank of India,savings,21049.41,,,
acct_7f82cae014,cust_a103a62e37,Punjab National Bank,savings,11153.27,,,
acct_5c7d54526f,cust_b6d3e2b8a7,Punjab National Bank,savings,47925.89,,,
acct_4892d5a048,cust_c6e37a3802,State Bank of India,savings,19542.43,,,
acct_b78a194995,cust_5c65140a6b,Punjab National Bank,savings,48491.77,,,
acct_791c0116c0,cust_a3ed6cf839,State Bank of India,savings,12248.18,,,
acct_d6b3fec29b,cust_472b44a92e,State Bank of India,savings,24768.82,,,
acct_288f77fc9b,cust_08eb75c77b,Bank of Baroda,savings,32542.3,,,
acct_efb00ec61f,cust_d8e845cd73,Axis Bank,savings,11446.31,,,
acct_9f7f9b179c,cust_79f4a5fcee,Axis Bank,savings,14661.49,,,
acct_65d3a60dbe,cust_89509d29bc,Axis Bank,savings,12163.66,,,
acct_066fb11310,cust_9f55059be7,Punjab National Bank,savings,33086.12,,,
acct_ee19787bb3,cust_dcfe82ea98,ICICI Bank,savings,42782.81,,,
acct_40e359c044,cust_6a8d5e7a47,ICICI Bank,savings,22428.45,,,
acct_fb03029af1,cust_192d4409f7,Axis Bank,savings,28880.53,,,
acct_6722777338,cust_e48d83295a,Punjab National Bank,savings,24393.28,,,
acct_ee4f81be5a,cust_f50a6d3b24,Punjab National Bank,savings,24628.34,,,
acct_da0e719414,cust_6faa5b2959,HDFC Bank,savings,27886.48,,,
acct_4b2072a3e5,cust_78fb24bea0,Bank of Baroda,savings,42815.27,,,
acct_87cfa5bf38,cust_1f6962e695,Axis Bank,savings,28471.81,,,
acct_a64bec26fc,cust_922b83707c,Axis Bank,savings,38774.83,,,
acct_de3c293f97,cust_909b0d44b1,ICICI Bank,savings,30621.16,,,
acct_16ceae75b8,cust_d0c0308d06,Axis Bank,savings,15211.89,,,
acct_6544db12f9,cust_558ff47347,State Bank of India,savings,9705.94,,,
acct_4b8e5bd14f,cust_dddca205c3,State Bank of India,savings,18807.26,,,
acct_16f50a0b31,cust_a18f6082f7,Axis Bank,savings,40749.37,,,
acct_ce562953bb,cust_e5356dc76e,HDFC Bank,savings,13181.44,,,
acct_6e40d123a6,cust_302f1e9690,HDFC Bank,savings,33834.19,,,
acct_4810726a97,cust_c6a3c15088,Punjab National Bank,savings,12854.3,,,
acct_794c3be9c7,cust_b76b4b0c39,Punjab National Bank,savings,25055.64,,,
acct_38242ee1fe,cust_e8bec3a76a,ICICI Bank,savings,38952.34,,,
acct_7544697c6a,cust_4deebd4e7e,Bank of Baroda,savings,2412.57,,,
acct_bec331f9d5,cust_9c6f0a8e39,HDFC Bank,savings,14094.55,,,
acct_2d89b1eb8a,cust_9f74a7c5c6,HDFC Bank,savings,14908.69,,,
acct_a4bb0423e4,cust_feb2804ee9,Punjab National Bank,savings,3594.24,,,
acct_5faa88e912,cust_3682f94bba,Punjab National Bank,savings,11356.1,,,
acct_00029dda74,cust_5affa82cb7,Punjab National Bank,savings,29172.48,,,
acct_6e1ba83724,cust_2d4d51e780,State Bank of India,savings,46020.33,,,
acct_e5194dcc01,cust_b3df07c951,ICICI Bank,savings,47708.46,,,
acct_efb817674c,cust_d0f612af2f,ICICI Bank,savings,47036.59,,,
acct_91735d4d1f,cust_5d5026a91f,Axis Bank,savings,4819.32,,,
acct_06b8915e92,cust_5212b22366,Punjab National Bank,savings,40314.15,,,
acct_cd8dead547,cust_e22ecb7de0,HDFC Bank,savings,36454.47,,,
acct_c6e479d0a8,cust_e12cb50b18,ICICI Bank,savings,13299.54,,,
acct_e05c164a29,cust_29a7a66c8d,Axis Bank,savings,33388.74,,,
acct_c4714335d7,cust_1971e841a0,State Bank of India,savings,40904.25,,,
acct_375fc0a7db,cust_20c30a24cf,State Bank of India,savings,44468.37,,,
acct_b5cc341085,cust_0324a3c8ee,ICICI Bank,savings,9538.47,,,
acct_a283fe9526,cust_f13e908a95,Bank of Baroda,savings,25359.64,,,
acct_a3108c0656,cust_98102ecff1,Punjab National Bank,savings,46443.3,,,
acct_6ca1ebb7d3,cust_2186b3a51e,Punjab National Bank,savings,37955.63,,,
acct_f60d460a4f,cust_2b1d229d95,Punjab National Bank,savings,42278.22,,,
acct_0b9182c7ea,cust_117434b822,Axis Bank,savings,7987.86,,,
acct_ac11920a00,cust_039783e6d8,HDFC Bank,savings,27158.05,,,
acct_d042ad1528,cust_0fece0f031,Bank of Baroda,savings,37868.66,,,
acct_a38e59bd8d,cust_1d4cefd38e,State Bank of India,savings,23832.3,,,
acct_01b13429eb,cust_f443ab5d51,HDFC Bank,savings,39414.59,,,
acct_6283258c8e,cust_72883cd714,ICICI Bank,savings,39391.73,,,
acct_a63c9ef6c7,cust_a1a6f8b7bf,Punjab National Bank,savings,42380.79,,,
acct_85ceb93700,cust_72b4bf0802,Axis Bank,savings,30854.6,,,
acct_4b50f6aec1,cust_cbd4d0f543,HDFC Bank,savings,25352.13,,,
acct_2439c66de3,cust_77ec67fbd9,ICICI Bank,savings,27884.24,,,
acct_ae1096257c,cust_adda21aa68,State Bank of India,savings,6152.24,,,
acct_793d0a9968,cust_715c9b5b10,State Bank of India,savings,8102.22,,,
acct_f925d52982,cust_01b8abba42,ICICI Bank,savings,14876.04,,,
acct_9602490b6d,cust_796673f0d1,Axis Bank,savings,15923.87,,,
acct_bfb38be788,cust_19cebac5f6,State Bank of India,savings,16755.74,,,
acct_207a36b2ff,cust_78d7e6df63,Axis Bank,savings,34507.49,,,
acct_d2b69aeec2,cust_381941e3e3,Punjab National Bank,savings,29434.16,,,
acct_7648ed4022,cust_8702e8f331,Axis Bank,savings,30444.73,,,
acct_2c7318fa6a,cust_9885991952,Axis Bank,savings,12671.66,,,
acct_e26b2e6aef,cust_3ec426abdb,ICICI Bank,savings,40879.34,,,
acct_6bffe4cb36,cust_424240b6b1,State Bank of India,savings,14703.14,,,
acct_f4d5838b8e,cust_b89e2a92a7,HDFC Bank,savings,43689.08,,,
acct_cf837dd815,cust_ae94554508,ICICI Bank,savings,35840.71,,,
acct_e87c00b562,cust_64a1c3ad33,HDFC Bank,savings,44649.8,,,
acct_bd3be4784a,cust_7ac4cbab6d,ICICI Bank,savings,8603.49,,,
acct_524d2d809d,cust_e288984bd6,HDFC Bank,savings,6131.73,,,
acct_5b43067eae,cust_04520dfa30,State Bank of India,savings,17227.68,,,
acct_dd574edf18,cust_46bb96a4af,Bank of Baroda,savings,29455.94,,,
acct_ebde827b6a,cust_721660953b,Bank of Baroda,savings,43706.0,,,
acct_25d92bc299,cust_95210466a0,Bank of Baroda,savings,5676.2,,,
acct_6c7a5171f0,cust_54e005f1e0,Axis Bank,savings,3573.01,,,
acct_d961b21da2,cust_d7f2df5ba6,Punjab National Bank,savings,39897.13,,,
acct_49c1134233,cust_9062c6fd06,Axis Bank,savings,26480.63,,,
acct_391c68c6d7,cust_fcb2fa42ea,Axis Bank,savings,48255.41,,,
acct_9aae4c775a,cust_57d38b6b0b,ICICI Bank,savings,5384.11,,,
acct_3d9f068602,cust_c99382260b,State Bank of India,savings,15669.47,,,
acct_20008a438c,cust_3bcd026f2d,ICICI Bank,savings,15927.53,,,
acct_65ebaddc31,cust_2f55fa0998,State Bank of India,savings,7430.28,,,
acct_0dc74b6408,cust_aa45631a16,Punjab National Bank,savings,29201.93,,,
acct_b73039cd9e,cust_b58c7aba5e,HDFC Bank,savings,23420.97,,,
acct_895c444811,cust_35b6f51977,State Bank of India,savings,8363.72,,,
acct_982a3b437a,cust_702858d8b3,Punjab National Bank,savings,37846.63,,,
acct_71af402d2e,cust_db0294f3bf,Bank of Baroda,savings,41377.81,,,
acct_6a9ee27ce8,cust_20ce5de16a,Axis Bank,savings,41159.62,,,
acct_bcf0a7bb3d,cust_6b045225f9,Axis Bank,savings,39315.51,,,
acct_f455e4376f,cust_a7a181d959,State Bank of India,savings,44516.45,,,
acct_d39bf42ea9,cust_353d33958b,HDFC Bank,savings,13849.92,,,
acct_c92201b013,cust_c5c380456b,State Bank of India,savings,30999.35,,,
acct_3050ee1fa1,cust_9439a04372,HDFC Bank,savings,42800.86,,,
acct_8c690f58a9,cust_01c1f08a53,HDFC Bank,savings,7426.61,,,
acct_8c9b372ca7,cust_15209366d2,HDFC Bank,savings,42852.44,,,
acct_b95e4669ae,cust_e8d83134cf,HDFC Bank,savings,25738.75,,,
acct_532cd3d419,cust_8b83568506,HDFC Bank,savings,21882.56,,,
acct_e7b68a687b,cust_912216a2c8,State Bank of India,savings,2971.89,,,
acct_936457a417,cust_b1cf114215,Punjab National Bank,savings,36349.37,,,
acct_0d65f49f06,cust_d4876fb302,HDFC Bank,savings,19117.13,,,
acct_f1c6976c8c,cust_2d1392ce7c,ICICI Bank,savings,15373.45,,,
acct_8ee5fc2b12,cust_82865d388e,Punjab National Bank,savings,18898.2,,,
acct_43bb7f4112,cust_d73a252af8,State Bank of India,savings,5737.4,,,
acct_0a18d8efae,cust_633434e28d,ICICI Bank,savings,49532.34,,,
acct_689b4af59d,cust_7c212f300b,Axis Bank,savings,34397.64,,,
acct_c1bdcba46d,cust_9a8ba67c39,ICICI Bank,savings,33654.73,,,
acct_58d64edd39,cust_7792c5e2ac,Punjab National Bank,savings,4422.74,,,
acct_ca3471b7c7,cust_fc13182983,State Bank of India,savings,37052.39,,,
acct_3f7787ced4,cust_917aa73db1,Axis Bank,savings,12843.86,,,
acct_a7ff39747a,cust_02ac49eab0,HDFC Bank,savings,48580.36,,,
acct_0f6f679753,cust_0e3fc3d6cd,HDFC Bank,savings,3106.14,,,
acct_b0122fd7d4,cust_d6dc25a78b,ICICI Bank,savings,35830.77,,,
acct_2b8acdec16,cust_fec49564d4,State Bank of India,savings,8714.1,,,
acct_18fa2d9978,cust_835d646597,Bank of Baroda,savings,47628.31,,,
acct_f8850e5916,cust_c729f9be2e,State Bank of India,savings,44564.45,,,
acct_d84711e869,cust_f816382c31,Punjab National Bank,savings,11410.14,,,
acct_0c80d9c799,cust_726e7e8016,State Bank of India,savings,47085.5,,,
acct_0b5de431c3,cust_b313904b3e,ICICI Bank,savings,39146.02,,,
acct_7db70b3590,cust_445f720a97,Punjab National Bank,savings,12768.76,,,
acct_e5136f3d83,cust_c86b38c57c,State Bank of India,savings,31664.67,,,
acct_8352ce157c,cust_e51d9cc361,Punjab National Bank,savings,46142.57,,,
acct_3c209b1186,cust_4f17353a8d,ICICI Bank,savings,30974.4,,,
acct_8a675cb90b,cust_e8bb584df3,State Bank of India,savings,3992.21,,,
acct_9508e9e2fd,cust_87f226618d,ICICI Bank,savings,41161.97,,,
acct_85c4fef481,cust_6508fba72b,HDFC Bank,savings,37367.23,,,
acct_3670e6b9ea,cust_5676e6082e,Punjab National Bank,savings,45913.45,,,
acct_e88eda93a0,cust_8526a4dc23,HDFC Bank,savings,15293.18,,,
acct_e5c56750b1,cust_1e7688d464,Bank of Baroda,savings,25024.6,,,
acct_ef1e4641ef,cust_63744484a5,State Bank of India,savings,47165.13,,,
acct_d1fccd1ae6,cust_57f4c2fd26,Axis Bank,savings,10518.9,,,
acct_49ebe777c8,cust_2d64a7a575,Bank of Baroda,savings,40614.05,,,
acct_51ca833658,cust_bb775946a3,ICICI Bank,savings,28375.66,,,
acct_a3e44134c9,cust_4c20a52f48,ICICI Bank,savings,21555.1,,,
acct_caafb96285,cust_f583d3fa3a,Bank of Baroda,savings,8316.64,,,
acct_71c9a6a3cc,cust_033f901566,HDFC Bank,savings,7894.45,,,
acct_d4a0c59957,cust_fd49ff3b19,Punjab National Bank,savings,21744.98,,,
acct_84f2468615,cust_654333ae29,Bank of Baroda,savings,13358.39,,,
acct_fea5d14446,cust_ca9ed84c62,HDFC Bank,savings,39048.35,,,
acct_f72ba12860,cust_8882fa2c1b,Axis Bank,savings,24371.74,,,
acct_3567b79876,cust_c636acd2b4,Bank of Baroda,savings,2784.83,,,
acct_9c15cb794a,cust_dd3a0a660d,State Bank of India,savings,34546.0,,,
acct_cc360fd4a5,cust_8142d9849a,Axis Bank,savings,19624.47,,,
acct_2fecdbdd16,cust_8e7a2a68a5,HDFC Bank,savings,14867.9,,,
acct_8690188562,cust_13c6ed8de9,Punjab National Bank,savings,39042.77,,,
acct_a636d0bc4b,cust_0c0ba8be41,Axis Bank,savings,10531.99,,,
acct_8448c5149e,cust_395b33ccd0,ICICI Bank,savings,42774.42,,,
acct_8626b75da4,cust_57e8287713,HDFC Bank,savings,37543.62,,,
acct_222120a2d1,cust_a38f3b7ef1,HDFC Bank,savings,27366.19,,,
acct_7faa6f2913,cust_09ca6d388b,HDFC Bank,savings,16347.19,,,
acct_2f10bc40a3,cust_9e1f6c252f,State Bank of India,savings,19580.28,,,
acct_0d7eb0ec82,cust_fbd6bc6e09,ICICI Bank,savings,48535.98,,,
acct_bf5c2abb88,cust_ce8f46b97d,HDFC Bank,savings,42771.63,,,
acct_8ba2c52213,cust_03e28c1b55,State Bank of India,savings,47783.1,,,
acct_e483b3aa0d,cust_431319d817,HDFC Bank,savings,26272.5,,,
acct_0a023e1b31,cust_c831d1a840,Bank of Baroda,savings,18883.72,,,
acct_66155f0cc1,cust_f4a1b30efe,Axis Bank,savings,35481.86,,,
acct_7ddab09fa9,cust_3f2f07c5af,State Bank of India,savings,25707.99,,,
acct_8311d3ca22,cust_ff8c821cdb,Bank of Baroda,savings,31594.3,,,
acct_dbbd13d9a2,cust_3cc61727e2,ICICI Bank,savings,47536.02,,,
acct_87524d86a8,cust_774c602dac,Axis Bank,savings,13697.04,,,
acct_f7541f1680,cust_9f7b073c2b,ICICI Bank,savings,17215.19,,,
acct_6077a8998d,cust_e2bb7e55fc,Axis Bank,savings,31865.07,,,
acct_60b7d00fb5,cust_5abc68493b,Axis Bank,savings,15430.37,,,
acct_594d194834,cust_cbda0c6968,Axis Bank,savings,38735.34,,,
acct_287f2cfad1,cust_3f666e6f21,ICICI Bank,savings,28871.39,,,
acct_b26ddcee75,cust_a6905511c4,State Bank of India,savings,23566.98,,,
acct_b880023961,cust_5194019510,State Bank of India,savings,41649.38,,,
acct_221d748c1e,cust_da5059824a,HDFC Bank,savings,37619.75,,,
acct_a8ac51b6de,cust_2415550541,State Bank of India,savings,30964.95,,,
acct_78e4d8d34d,cust_ff2060a0a4,State Bank of India,savings,4897.75,,,
acct_936d73481a,cust_9f4904f261,ICICI Bank,savings,20617.33,,,
acct_d6cd9be79a,cust_994b00c473,Axis Bank,savings,13072.15,,,
acct_97654c8e88,cust_a86830076a,Axis Bank,savings,47763.79,,,
acct_d8fe4d98d7,cust_29066e95d2,Punjab National Bank,savings,3265.67,,,
acct_4aa77465a6,cust_0cc49871e3,Bank of Baroda,savings,5135.4,,,
acct_bacd420e00,cust_fa5c044e6d,Bank of Baroda,savings,42595.38,,,
acct_0cd4bc6783,cust_93b958489c,HDFC Bank,savings,44242.71,,,
acct_2a788ce34c,cust_8195232303,Bank of Baroda,savings,15822.53,,,
acct_92ead5785f,cust_2514bfdca8,Axis Bank,savings,7361.27,,,
acct_8e791196d6,cust_e0b61c22de,ICICI Bank,savings,15239.53,,,
acct_05bd71af42,cust_b61101e240,Bank of Baroda,savings,37271.05,,,
acct_3829478ed7,cust_97e9a7fdee,ICICI Bank,savings,37980.59,,,
acct_d448eaf1c9,cust_ca022d1ead,HDFC Bank,savings,41422.08,,,
acct_ea406dbeaf,cust_aa0099c429,HDFC Bank,savings,37937.98,,,
acct_f63c0c1e4a,cust_91aed88f21,Axis Bank,savings,7966.91,,,
acct_8ac3851bfa,cust_4e8aec83c1,Bank of Baroda,savings,30287.75,,,
acct_d778351d3a,cust_8336289c03,Axis Bank,savings,15785.25,,,
acct_a3dbdb6b81,cust_f7ae107bc9,Bank of Baroda,savings,33366.96,,,
acct_72d8513825,cust_7f6995adfd,HDFC Bank,savings,8236.66,,,
acct_c427f38db1,cust_ea5d8ea398,Bank of Baroda,savings,3386.02,,,
acct_e21808483f,cust_e779ac6b61,ICICI Bank,savings,3304.08,,,
acct_140912c073,cust_122fd4ad3e,Punjab National Bank,savings,12576.66,,,
acct_5b475d43d2,cust_d852789752,ICICI Bank,savings,28544.15,,,
acct_7b4fcb3a58,cust_f6e091cc03,Axis Bank,savings,41214.49,,,
acct_b3469d32d7,cust_965af83d29,Axis Bank,savings,13396.07,,,
acct_30d803af2d,cust_19aa04c3e6,Axis Bank,savings,7325.93,,,
acct_450d5fd442,cust_bfe183a189,Punjab National Bank,savings,24124.93,,,
acct_71f02f44cc,cust_f094015b5e,Axis Bank,savings,8044.6,,,
acct_f926016afa,cust_7cdda57e05,Axis Bank,savings,18612.54,,,
acct_5f62572781,cust_82026b9193,State Bank of India,savings,8832.34,,,
acct_8a3796f5a0,cust_e719e01375,Punjab National Bank,savings,17094.46,,,
acct_a41b3a585d,cust_f90fffee50,ICICI Bank,savings,20860.78,,,
acct_6b883bcfc6,cust_4ae97e57de,State Bank of India,savings,16478.84,,,
acct_fa19a38aef,cust_709b5d363a,Bank of Baroda,savings,18850.98,,,
acct_fc5a385ef0,cust_f551a70aa6,State Bank of India,savings,28122.57,,,
acct_1bd40e74da,cust_d07910f629,Bank of Baroda,savings,34760.52,,,
acct_585c288df8,cust_103f18a017,Punjab National Bank,savings,21248.52,,,
acct_a960036ba9,cust_59d3b349ae,State Bank of India,savings,11408.25,,,
acct_b3360ab314,cust_daca843b41,HDFC Bank,savings,23745.11,,,
acct_adf4f7f5b3,cust_0e3682c3c8,Axis Bank,savings,18062.9,,,
acct_03f3c9d34d,cust_2d2ceee62c,ICICI Bank,savings,23016.29,,,
acct_43ecac2767,cust_22688722b9,Bank of Baroda,savings,21551.51,,,
acct_751b598d49,cust_a2859f9596,Axis Bank,savings,41578.24,,,
acct_a027fae58f,cust_051db319a9,State Bank of India,savings,42425.08,,,
acct_8d3ba99564,cust_7e4ee2ff54,State Bank of India,savings,22271.6,,,
acct_23b7cd4152,cust_ddcd132627,Axis Bank,savings,10953.32,,,
acct_4a937a5e22,cust_35b19a88c5,Axis Bank,savings,19646.39,,,
